ID,RiskScore
0,33.12815496462085
1,54.7677751645763
2,32.398188627546375
3,34.573707599318226
4,34.17256884872731
5,74.0564783394372
6,32.16217037947543
7,29.801441237081768
8,28.26056707869845
9,64.42100170513328
10,52.04044156811709
11,26.288980432270108
12,47.532166426271424
13,36.737960357649214
14,51.24415321045795
15,60.305093775539014
16,27.919710005230485
17,31.455058865750004
18,66.40931821489953
19,64.94385329435933
20,75.6950682734989
21,32.36741186547737
22,64.05105966844881
23,35.345900961336035
24,53.79178374810958
25,29.040304138802362
26,32.60129518576365
27,28.93232713963259
28,55.74901162988007
29,76.95224672462054
30,30.21263792550659
31,62.748278452891824
32,32.83061207208565
33,31.34122138048847
34,38.77974452497676
35,38.743428832376935
36,69.08466875152877
37,56.06046493846286
38,43.93500461400185
39,69.9314424349313
40,66.2630125941943
41,55.001418595396416
42,76.12253865882505
43,26.007660743158326
44,45.693413167803385
45,30.519987733602704
46,36.49325390733196
47,69.32138635141507
48,29.00221426493985
49,36.43829993380376
50,61.56727474607916
51,57.98986640467851
52,49.004161741216045
53,34.58651991038076
54,27.77646133284928
55,31.092790049461556
56,74.70172498978302
57,37.082710311354276
58,41.894949484718595
59,61.65938464670696
60,71.27347107356728
61,48.57925850296967
62,31.41008915788551
63,80.0969984644416
64,25.741697423215797
65,31.79812267086573
66,58.25834304650214
67,63.13731710509335
68,38.47769804244242
69,67.1955243229143
70,37.93055168472634
71,41.99417317392207
72,50.90326505085227
73,62.66585435239675
74,54.04502103022231
75,63.36963269757694
76,65.08617065953875
77,25.000654622851087
78,50.401945466525476
79,60.0043730558804
80,70.94063031826248
81,63.676900931657755
82,55.7943418706269
83,34.37038705800082
84,67.23183878437737
85,70.6222379331926
86,60.768146949919604
87,26.568419400715328
88,52.386551449690366
89,75.36039776052515
90,35.1442533887784
91,59.78716236117404
92,33.7070783424526
93,31.323398547891316
94,39.40376926808328
95,36.63046088903552
96,35.64429340005472
97,63.654245604537266
98,34.13431938513384
99,61.964890737267524
100,35.647267259677164
101,33.8845428875437
102,71.6585789493847
103,75.48879335399165
104,31.345515810066345
105,84.06961564432837
106,70.29560941698936
107,72.07056354599204
108,38.7421854389719
109,79.59214065483702
110,49.29276140385218
111,65.71239983884658
112,81.52508229260297
113,66.54153391931764
114,65.16809608368712
115,32.07736135105677
116,73.56397829096824
117,54.64972117619678
118,38.04264137251893
119,44.43597061972308
120,29.165048241062152
121,73.92024920156514
122,26.62963396274965
123,58.5763980248523
124,34.49946482427511
125,64.6563490793234
126,23.124038020074778
127,31.507523822971187
128,35.49953652836679
129,74.67507161447
130,30.332109975515216
131,66.3505618138349
132,73.80503395427647
133,79.55703756345423
134,27.749161457012157
135,32.6040872477415
136,23.31104920673831
137,30.43399868948665
138,36.109636296663524
139,40.74126449642279
140,49.03190497542518
141,48.568374393982765
142,27.7468410873957
143,25.798345959454274
144,66.53438666344266
145,33.89235675644687
146,52.45279403691177
147,69.80969944905239
148,68.67270847136352
149,73.64460419134153
150,37.00529831091283
151,32.107079594043455
152,71.693553337025
153,41.76694217627486
154,62.61019295638031
155,36.521047125133244
156,66.85465033114227
157,66.88050657874912
158,62.70488811472895
159,69.75793386355735
160,50.06574626480325
161,31.14710678314217
162,69.12809845558832
163,33.76730893647679
164,44.429457913157535
165,53.2124351393978
166,29.033436611548616
167,48.75822020000482
168,34.981450176088074
169,26.940739713304602
170,32.79653283326382
171,37.423575656313226
172,63.49860363793384
173,42.09148301247933
174,30.689370157061944
175,41.41196166200254
176,64.17919644278999
177,45.33097779983536
178,47.19896834959435
179,69.86852861501416
180,37.56041245828155
181,33.66509296036053
182,67.54236878699659
183,47.83148868287661
184,77.22616557107744
185,68.09855475742081
186,74.33281945872702
187,63.84634122541881
188,33.327604022336274
189,24.364450227267753
190,30.865888339584686
191,74.28550920708632
192,60.590524651322724
193,30.310302531650407
194,64.62243543498467
195,27.78636512830704
196,35.23498186554347
197,67.50501949157807
198,72.18124898518431
199,33.07444705958928
200,30.717746470538664
201,61.34843598725623
202,29.96943163726209
203,34.849164990317135
204,74.62361967004881
205,60.98474965096489
206,61.9730561716652
207,52.02281260207795
208,54.964200575162046
209,74.14289765473407
210,28.95241045317328
211,26.71339813400443
212,69.65513363488351
213,64.640582415621
214,38.589804893933675
215,59.57783831276819
216,67.94210275068895
217,72.79307086610777
218,55.595492514409365
219,31.035500766521395
220,32.272992249952146
221,34.23592539974836
222,30.864468668910924
223,57.92250087434571
224,30.270172570116607
225,66.18767567514112
226,56.42637175852744
227,32.23133052518883
228,33.4171243825403
229,39.27749973399947
230,45.26442721230013
231,52.300288658572505
232,55.50508866243954
233,58.65329088441156
234,69.58182662596617
235,38.65220022602925
236,30.934011312652245
237,56.44372998165338
238,63.99272827049462
239,27.936707307206824
240,62.6681759628991
241,68.12703282742257
242,46.93806833816978
243,68.77514271792364
244,64.42386657529522
245,69.0766145092808
246,24.04666251213117
247,41.360865187151575
248,78.45738508040209
249,24.34679668451154
250,63.6189452432889
251,32.01660220715405
252,48.04084650510036
253,54.60364699372137
254,56.179113532693776
255,34.768250161254144
256,54.818566990385996
257,66.46500595620748
258,63.92857202733692
259,39.13810197658243
260,50.43032562946438
261,46.929524390277166
262,28.062334166461007
263,78.75118884827877
264,60.606586707538355
265,26.905804084603275
266,40.32607354322006
267,23.695845442054164
268,64.32189576528121
269,79.18114015712823
270,70.1658014535464
271,73.87796975973845
272,34.24684271155596
273,45.951718380103635
274,25.53553747155091
275,35.803093798835455
276,64.8046334698968
277,30.279597163814536
278,61.77881880619446
279,26.833559892179615
280,60.057923918219785
281,58.511775624742526
282,64.35832975255028
283,56.98335165088821
284,35.84247357536384
285,31.063821326896445
286,31.726162383610145
287,72.25192872999222
288,51.80171893466521
289,32.821943604437216
290,61.8406223148919
291,38.47546326465866
292,55.932229229851615
293,67.40771777779001
294,34.23616366227366
295,69.80991605879392
296,68.18611956529901
297,30.079191888468458
298,32.16841140672677
299,75.67958714772455
300,47.95824636606304
301,70.72724217086625
302,52.57210160088692
303,35.211251562452986
304,56.99589532511953
305,30.35712140557412
306,36.708062252690716
307,69.70051142477425
308,57.70488662744565
309,27.999967633727557
310,64.29726330391262
311,55.18974481405692
312,56.68996890350357
313,40.551524531999654
314,62.256648428425294
315,76.41672753935914
316,38.0019790690674
317,35.53814688278972
318,64.33368739847326
319,35.44825573718999
320,28.996994368224485
321,32.9785086841272
322,75.78441039713948
323,69.59767296119148
324,84.33946182732635
325,27.730306670365565
326,74.16194729737055
327,32.67838096897141
328,41.19462126772419
329,31.02289404067809
330,57.11750996520381
331,81.21193545894921
332,22.23207646514983
333,66.84785047099551
334,59.744330125388736
335,60.78185128030526
336,59.92650802053361
337,30.042165250763055
338,34.88487085205623
339,50.01932559166174
340,74.78804169956635
341,76.83281648956945
342,70.20439252389214
343,63.838529678974766
344,33.803620259511625
345,35.61320472638856
346,46.54844239334434
347,40.00335083842985
348,36.5655802483735
349,22.79812686617761
350,40.552164873148214
351,31.384118700582853
352,65.50857105928675
353,27.031294414531203
354,31.064620354427134
355,31.817682950282034
356,27.2439548678583
357,30.595321279008026
358,26.821298698986467
359,69.83778179596163
360,27.72671623060974
361,28.480718931758773
362,31.265142274022054
363,63.48404440581456
364,53.18061343952422
365,54.467341051202936
366,51.885275272391226
367,31.83786885312965
368,70.65425282249905
369,40.75350758322551
370,36.110551824344924
371,30.43559137420747
372,35.39755161488364
373,67.55954120989216
374,58.46370829314953
375,34.83521095080389
376,28.335268543174706
377,59.66754361664201
378,45.95282061538262
379,73.91234517270787
380,33.66543760751375
381,28.400847687261653
382,61.196711771550596
383,69.31838093699034
384,54.4378308940013
385,63.15504225355146
386,29.625214057306273
387,30.934046066747634
388,63.17503968422036
389,30.827236629348896
390,66.17449047571145
391,65.10933573505558
392,60.99483203572737
393,40.54507453406226
394,68.55994932150442
395,64.94088985588155
396,31.811052626222853
397,26.115442442005033
398,72.87641162083422
399,32.250981313014705
400,57.3214571748019
401,64.79729608990873
402,27.492353461138016
403,64.62767763334975
404,65.92195971578565
405,55.86635668076679
406,31.32761244292014
407,62.46624752346157
408,54.096005608518674
409,33.33179861280593
410,34.619665661285424
411,44.316024565581
412,37.599450264527015
413,30.10754906570044
414,56.63255850589373
415,40.032298752789416
416,45.33776821378851
417,38.97735177939573
418,30.86912727584744
419,57.437553662214455
420,25.17064281793659
421,41.03234904814634
422,32.971375123060014
423,60.87701118281543
424,24.51156702474389
425,55.379002230966236
426,28.524271048436617
427,34.95727285992847
428,57.72756126289849
429,34.56514597552928
430,59.3293914088265
431,32.12365081742991
432,65.56287621009444
433,68.38699403760673
434,68.41320728347439
435,57.20934283741089
436,30.310329865216403
437,66.54732027738126
438,38.226291554932935
439,51.02884927377578
440,69.61564972889023
441,28.650687971018343
442,73.83715366649633
443,59.97117271401163
444,69.60509841201444
445,70.58975969038185
446,64.3471127887165
447,36.29279780178694
448,64.38562117536566
449,76.77897840606757
450,67.44672415281053
451,70.12459340792866
452,29.846280708224477
453,59.91400325575407
454,61.85678883017989
455,32.53791783519867
456,41.153685538860564
457,60.86863349048704
458,35.255773694093605
459,56.97611250378407
460,35.17704663072652
461,36.16150659352524
462,30.049019002902753
463,51.58145905860506
464,27.43167492801136
465,34.968099078345595
466,29.46241941231331
467,68.62125598846538
468,36.62081569269418
469,77.9850532578804
470,60.65636488752073
471,69.01094898921751
472,35.32789568043798
473,32.70190660324155
474,28.94775735087567
475,65.36731373701892
476,29.2101468334899
477,71.79640461407989
478,29.65981896483482
479,58.028909867440746
480,57.65933886586262
481,36.4013377750215
482,74.18610636483793
483,35.50136252217788
484,33.531702390685304
485,42.65278064072575
486,72.47750884795272
487,35.48422529145029
488,70.56596655815237
489,28.37565785496073
490,66.54004193861853
491,37.740286256799436
492,69.64904304394905
493,30.253709458937003
494,66.52468549922183
495,36.84273525839905
496,81.52725708355149
497,68.14865425198765
498,54.1790428255717
499,33.332895106504566
500,42.908097489005
501,39.48021457799993
502,69.85584089848551
503,28.42675197094232
504,32.53378073465794
505,50.879329438162735
506,50.452310798381795
507,71.25850976963727
508,29.616235797473458
509,74.28250684532475
510,47.8062687523654
511,43.896978645232686
512,29.0010476776919
513,83.38340974319838
514,67.36996341717344
515,40.01415055439469
516,37.228882263858495
517,32.587790487465384
518,40.87426470361636
519,39.03868441323439
520,66.24702029041941
521,72.0599063899846
522,67.49382235633203
523,26.103342980010417
524,50.440976976983364
525,65.79265767937818
526,49.33381982139358
527,57.617526036765355
528,20.96480205303734
529,41.19527234875372
530,30.784355484858892
531,25.582787401969796
532,49.1186134233512
533,56.17901273214676
534,63.0369653931368
535,32.65027569741214
536,56.944268929500126
537,73.37414913755592
538,65.34949309692857
539,73.98865119205246
540,63.99859697940259
541,32.55940800821523
542,74.02668259988855
543,51.30265419767618
544,62.8403264724964
545,78.35608343763306
546,70.61143831564932
547,44.24167472069699
548,58.2892469278351
549,53.97127348962734
550,34.12865589240954
551,34.95443313993633
552,56.23816232684159
553,31.13192494536893
554,70.2922088502483
555,56.4321581071424
556,46.79569902930281
557,38.09700479334106
558,70.8430776995139
559,42.65038436738216
560,33.20076539274159
561,64.40042406499728
562,73.68846205565599
563,65.18287691942692
564,30.953034672000378
565,72.67863240338812
566,42.74868720975917
567,44.618672660140376
568,57.697421444709235
569,34.73662329640974
570,77.03133155800828
571,31.096928843077926
572,69.86217064231326
573,53.36879004537057
574,35.825137028281006
575,35.30039592088826
576,46.84720348391599
577,24.98620739875328
578,54.19751137128677
579,27.586414551034515
580,30.14216880983922
581,30.17909121677971
582,70.60031468705662
583,50.108169598471235
584,39.45880522071187
585,30.265788291060247
586,74.91999492364017
587,28.038788891337276
588,39.473786440692066
589,32.187825532470754
590,60.780747793597406
591,41.113281411258036
592,78.45747536960769
593,61.41358708833602
594,62.87285031740321
595,32.16449493183787
596,69.60817419527116
597,36.74751496681196
598,52.88689767024081
599,57.79622396412283
600,33.163820851075705
601,64.08369915833705
602,57.346263365410465
603,72.06775540913152
604,64.55304341652356
605,37.833588318785836
606,37.53642006697356
607,69.14554007764008
608,34.72978205748598
609,28.876598038885383
610,65.10740051042659
611,38.96134897558052
612,33.29989891495244
613,54.90249394245716
614,32.08185206766745
615,36.467705944276744
616,32.56897572398239
617,25.9201382470832
618,41.4998826544885
619,29.972392297751284
620,35.29976808661857
621,53.60039959445381
622,63.08551258824677
623,64.51483289794291
624,28.411616356932115
625,71.7970693321704
626,60.42633183641985
627,66.84538591884352
628,77.83810469018404
629,33.82799424583031
630,31.04559733925388
631,38.15013962837969
632,76.8468025496355
633,36.72014531249198
634,31.872471633791655
635,39.26884176769376
636,49.215124852992815
637,66.60007862658976
638,32.63403186478198
639,72.2849942824657
640,72.43909524528144
641,32.263333167358375
642,34.078483121508036
643,68.08063925297901
644,60.45999285251267
645,27.825194167311132
646,71.37209982709341
647,58.84771831666581
648,55.205184617423555
649,85.65162815502406
650,32.956232274817985
651,29.965580727437448
652,24.02901774759927
653,33.676551951054634
654,32.864624884040495
655,38.761734716683
656,25.79579044946918
657,74.77192985523449
658,30.196054389468898
659,38.729277174272575
660,33.83233218452879
661,26.009341359170627
662,28.64716881312605
663,29.47330375820851
664,52.7656677939153
665,68.77506903153285
666,25.66889389932981
667,39.20064274651049
668,46.361608255862414
669,31.383241144832247
670,31.011875493928024
671,29.936061406810225
672,27.435069529877453
673,27.635726743484064
674,30.9267990717155
675,73.17935631949418
676,60.31016077078102
677,31.36251445754378
678,35.098827806168096
679,71.75474479092085
680,68.28137308194215
681,35.26973813046616
682,35.30344212425566
683,42.34610586679559
684,28.37843880700921
685,51.658586724675246
686,71.85774576813888
687,38.15542015114727
688,73.65771058580901
689,61.78860982526204
690,33.33223219777615
691,67.62653889433592
692,64.12235313549812
693,48.47906694426844
694,26.583743770924336
695,69.6121350625856
696,55.955537968691345
697,66.14088694642905
698,70.87933868631919
699,51.674594690661344
700,54.533190245008356
701,34.568291549314274
702,26.016138276997488
703,35.87911553625183
704,31.48945026024245
705,27.159671129728892
706,39.03853033125317
707,66.76442595168007
708,53.129914628674
